Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Subject_Object,Normalized_Subject_Object,Category_BERT_Keywords
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,immune response,positiveCorrelation,microhemorrhage,CBM,immune response microhemorrhage,immune response microhemorrhage,Immune and Inflammatory Response
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,Central Nervous System Viral Diseases,increases,microhemorrhage,CBM,Central Nervous System Viral Diseases microhemorrhage,central nervous system viral diseases microhemorrhage,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,Central Nervous System Viral Diseases,increases,Hypoxia,CBM,Central Nervous System Viral Diseases Hypoxia,central nervous system viral diseases hypoxia,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,COVID-19,increases,microhemorrhage,CBM,COVID-19 microhemorrhage,covid 19 microhemorrhage,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,COVID-19,increases,glial cell activation,CBM,COVID-19 glial cell activation,covid 19 glial cell activation,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,COVID-19,increases,ischemia,CBM,COVID-19 ischemia,covid 19 ischemia,Systemic Cross-Organ Effects
image_53,https://www.frontiersin.org/files/Articles/653694/fnagi-13-653694-HTML-r1/image_m/fnagi-13-653694-g009.jpg,34408638,Missing,Central Nervous System; Brain,Missing,COVID-19,increases,Hypoxia,CBM,COVID-19 Hypoxia,covid 19 hypoxia,Systemic Cross-Organ Effects
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,Angiotensinogen,increases,angiotensin I,CBM,Angiotensinogen angiotensin I,angiotensinogen angiotensin i,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin I,increases,angiotensin II,CBM,angiotensin I angiotensin II,angiotensin i angiotensin ii,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin II binding to ATR1,increases,cytokine production involved in inflammatory response,CBM,angiotensin II binding to ATR1 cytokine production involved in inflammatory response,angiotensin ii binding to atr1 cytokine production involved in inflammatory response,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin II binding to ATR1,increases,microglial cell activation,CBM,angiotensin II binding to ATR1 microglial cell activation,angiotensin ii binding to atr1 microglial cell activation,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin II binding to ATR1,increases,Oxidative Stress,CBM,angiotensin II binding to ATR1 Oxidative Stress,angiotensin ii binding to atr1 oxidative stress,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,angiotensin II binding to ATR1,increases,programmed cell death,CBM,angiotensin II binding to ATR1 programmed cell death,angiotensin ii binding to atr1 programmed cell death,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,positive regulation of cytokine production involved in inflammatory response,increases,Cognitive Dysfunction,CBM,positive regulation of cytokine production involved in inflammatory response Cognitive Dysfunction,positive regulation of cytokine production involved in inflammatory response cognitive dysfunction,Immune and Inflammatory Response
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,positive regulation of microglial cell activation,increases,Cognitive Dysfunction,CBM,positive regulation of microglial cell activation Cognitive Dysfunction,positive regulation of microglial cell activation cognitive dysfunction,Immune and Inflammatory Response
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,Oxidative Stress,increases,Cognitive Dysfunction,CBM,Oxidative Stress Cognitive Dysfunction,oxidative stress cognitive dysfunction,Neurodegenerative Mechanisms
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Renin-Angiotensin System,Missing,Missing,positive regulation of programmed cell death,increases,Cognitive Dysfunction,CBM,positive regulation of programmed cell death Cognitive Dysfunction,positive regulation of programmed cell death cognitive dysfunction,Neurodegenerative Mechanisms
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,angiotensin II,increases,angiotensin IV binding to ATR4,CBM,angiotensin II angiotensin IV binding to ATR4,angiotensin ii angiotensin iv binding to atr4,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,angiotensin IV binding to ATR4,increases,hippocampal synapsis,CBM,angiotensin IV binding to ATR4 hippocampal synapsis,angiotensin iv binding to atr4 hippocampal synapsis,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,angiotensin IV binding to ATR4,increases,Recovery of memory,CBM,angiotensin IV binding to ATR4 Recovery of memory,angiotensin iv binding to atr4 recovery of memory,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,angiotensin IV binding to ATR4,decreases,cerebrovascular disease,CBM,angiotensin IV binding to ATR4 cerebrovascular disease,angiotensin iv binding to atr4 cerebrovascular disease,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,hippocampal synapsis,increases,cognition,CBM,hippocampal synapsis cognition,hippocampal synapsis cognition,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,Recovery of memory,increases,cognition,CBM,Recovery of memory cognition,recovery of memory cognition,Psychological and Neurological Symptoms
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,recovery of cerebrovascular disease,increases,cognition,CBM,recovery of cerebrovascular disease cognition,recovery of cerebrovascular disease cognition,Vascular Effects
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,angiotensin II,increases,alamandina binding to MrgD,CBM,angiotensin II alamandina binding to MrgD,angiotensin ii alamandina binding to mrgd,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,alamandina binding to MrgD,decreases,Excitotoxicity,CBM,alamandina binding to MrgD Excitotoxicity,alamandina binding to mrgd excitotoxicity,Uncategorized
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,alamandina binding to MrgD,decreases,cell death,CBM,alamandina binding to MrgD cell death,alamandina binding to mrgd cell death,Uncategorized
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,alamandina binding to MrgD,decreases,cellular damage,CBM,alamandina binding to MrgD cellular damage,alamandina binding to mrgd cellular damage,Uncategorized
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,alamandina binding to MrgD,decreases,depression,CBM,alamandina binding to MrgD depression,alamandina binding to mrgd depression,Uncategorized
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,Excitotoxicity,negativeCorrelation,cognition,CBM,Excitotoxicity cognition,excitotoxicity cognition,Neurodegenerative Mechanisms
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,negative regulation of cell death,increases,cognition,CBM,negative regulation of cell death cognition,negative regulation of cell death cognition,Neurodegenerative Mechanisms
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,cellular damage,negativeCorrelation,cognition,CBM,cellular damage cognition,cellular damage cognition,Systemic Cross-Organ Effects
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,antidepressant effects,positiveCorrelation,cognition,CBM,antidepressant effects cognition,antidepressant effects cognition,Psychological and Neurological Symptoms
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,angiotensin II,increases,angiotensin 1-7 binding to Mas,CBM,angiotensin II angiotensin 1-7 binding to Mas,angiotensin ii angiotensin 1 7 binding to mas,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,angiotensin I,increases,angiotensin 1-7 binding to Mas,CBM,angiotensin I angiotensin 1-7 binding to Mas,angiotensin i angiotensin 1 7 binding to mas,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,angiotensin 1-7 binding to Mas,increases,thrombosis,CBM,angiotensin 1-7 binding to Mas thrombosis,angiotensin 1 7 binding to mas thrombosis,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,angiotensin 1-7 binding to Mas,decreases,Ischemic Stroke,CBM,angiotensin 1-7 binding to Mas Ischemic Stroke,angiotensin 1 7 binding to mas ischemic stroke,Viral Entry and Neuroinvasion
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,antithrombotic activity,negativeCorrelation,cognition,CBM,antithrombotic activity cognition,antithrombotic activity cognition,Vascular Effects
image_54,https://www.frontiersin.org/files/Articles/977039/fncel-16-977039-HTML-r1/image_m/fncel-16-977039-g001.jpg,36187294,Missing,Missing,Missing,Ischemic Stroke,negativeCorrelation,cognition,CBM,Ischemic Stroke cognition,ischemic stroke cognition,Vascular Effects
image_55,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-1-full.png,36353605,SARS-CoV2 entry into CNS,Central Nervous System,Missing,Hematogenous Spread,increases,symbiont entry into host cell,CBM,Hematogenous Spread symbiont entry into host cell,hematogenous spread symbiont entry into host cell,Immune and Inflammatory Response
image_55,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-1-full.png,36353605,SARS-CoV2 entry into CNS,Central Nervous System,Missing,transmucosal invasion through olfactory epithelium,increases,symbiont entry into host cell,CBM,transmucosal invasion through olfactory epithelium symbiont entry into host cell,transmucosal invasion through olfactory epithelium symbiont entry into host cell,Viral Entry and Neuroinvasion
image_55,https://dfzljdn9uc3pi.cloudfront.net/2022/14227/1/fig-1-full.png,36353605,SARS-CoV2 entry into CNS,Central Nervous System,Missing,retrograde neuronal dissemination through vagal and trigeminal nerve afferents,increases,symbiont entry into host cell,CBM,retrograde neuronal dissemination through vagal and trigeminal nerve afferents symbiont entry into host cell,retrograde neuronal dissemination through vagal and trigeminal nerve afferents symbiont entry into host cell,Viral Entry and Neuroinvasion
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Olfactory Mucosa infection,olfactory epithelial supporting cell,Missing,COVID-19,increases,abnormal olfactory epithelium morphology,CBM,COVID-19 abnormal olfactory epithelium morphology,covid 19 abnormal olfactory epithelium morphology,Viral Entry and Neuroinvasion
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,post-Covid anosmia,Olfactory Mucosa,Missing,COVID-19,increases,chronic infection,CBM,COVID-19 chronic infection,covid 19 chronic infection,Systemic Cross-Organ Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,post-Covid anosmia,Olfactory Mucosa,Missing,COVID-19,increases,inflammatory response,CBM,COVID-19 inflammatory response,covid 19 inflammatory response,Systemic Cross-Organ Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,post-Covid anosmia,Olfactory Mucosa,Missing,COVID-19,increases,basal cell damage,CBM,COVID-19 basal cell damage,covid 19 basal cell damage,Immune and Inflammatory Response
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Missing,Olfactory Receptor Neurons,Missing,COVID-19,increases,loss of support from olfactory epithelial supporting cell,CBM,COVID-19 loss of support from olfactory epithelial supporting cell,covid 19 loss of support from olfactory epithelial supporting cell,Viral Entry and Neuroinvasion
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Missing,Olfactory Receptor Neurons,Missing,COVID-19,increases,inflammatory response,CBM,COVID-19 inflammatory response,covid 19 inflammatory response,Systemic Cross-Organ Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Missing,Olfactory Receptor Neurons,Missing,COVID-19,increases,immune response,CBM,COVID-19 immune response,covid 19 immune response,Systemic Cross-Organ Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Missing,Olfactory Receptor Neurons,Missing,COVID-19,increases,Cytokines,CBM,COVID-19 Cytokines,covid 19 cytokines,Systemic Cross-Organ Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Missing,Olfactory Receptor Neurons,Missing,COVID-19,increases,pathogen-associated molecular pattern receptor signaling pathway,CBM,COVID-19 pathogen-associated molecular pattern receptor signaling pathway,covid 19 pathogen associated molecular pattern receptor signaling pathway,Systemic Cross-Organ Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Missing,Olfactory Receptor Neurons,Missing,COVID-19,increases,Damage-Associated Molecular Pattern Molecule signaling pathway,CBM,COVID-19 Damage-Associated Molecular Pattern Molecule signaling pathway,covid 19 damage associated molecular pattern molecule signaling pathway,Systemic Cross-Organ Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Olfactory bulb neuropathology,Olfactory Bulb; Olfactory Receptor Neurons,Missing,COVID-19,increases,anterograde trans-synaptic degeneration,CBM,COVID-19 anterograde trans-synaptic degeneration,covid 19 anterograde trans synaptic degeneration,Viral Entry and Neuroinvasion
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Olfactory bulb neuropathology,Olfactory Bulb; Olfactory Receptor Neurons,Missing,COVID-19,increases,anterograde trans-synaptic signaling,CBM,COVID-19 anterograde trans-synaptic signaling,covid 19 anterograde trans synaptic signaling,Systemic Cross-Organ Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Hematogenous neuropathology,Central Nervous System,Missing,COVID-19,increases,Microvascular Thrombosis Related to COVID-19,CBM,COVID-19 Microvascular Thrombosis Related to COVID-19,covid 19 microvascular thrombosis related to covid 19,Systemic Cross-Organ Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Hematogenous neuropathology,Central Nervous System,Missing,COVID-19,increases,endothelial damage,CBM,COVID-19 endothelial damage,covid 19 endothelial damage,Vascular Effects
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Hematogenous neuropathology,Central Nervous System,Missing,COVID-19,increases,pericyte damage,CBM,COVID-19 pericyte damage,covid 19 pericyte damage,Immune and Inflammatory Response
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Hematogenous neuropathology,Central Nervous System,Missing,COVID-19,increases,microglial cell activation,CBM,COVID-19 microglial cell activation,covid 19 microglial cell activation,Immune and Inflammatory Response
image_56,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2021/11/Screen_Shot_2021-11-09_at_6.06.44_PM.jpg,34835030,Hematogenous neuropathology,Central Nervous System,Missing,COVID-19,increases,Gliosis,CBM,COVID-19 Gliosis,covid 19 gliosis,Systemic Cross-Organ Effects
image_57,https://www.mdpi.com/ijms/ijms-25-08715/article_deploy/html/images/ijms-25-08715-g002-550.jpg,39201402,COVID-19,Blood-Brain Barrier; Endothelial Cells,Missing,SARS-CoV-2 S binding to ACE2,increases,magcrophage activation,CBM,SARS-CoV-2 S binding to ACE2 magcrophage activation,sars cov 2 s binding to ace2 magcrophage activation,Systemic Cross-Organ Effects
image_57,https://www.mdpi.com/ijms/ijms-25-08715/article_deploy/html/images/ijms-25-08715-g002-550.jpg,39201402,COVID-19,Blood-Brain Barrier; Endothelial Cells,Missing,magcrophage activation,increases,Cytokine storm,CBM,magcrophage activation Cytokine storm,magcrophage activation cytokine storm,Immune and Inflammatory Response
image_57,https://www.mdpi.com/ijms/ijms-25-08715/article_deploy/html/images/ijms-25-08715-g002-550.jpg,39201402,COVID-19,Blood-Brain Barrier; Endothelial Cells,Missing,magcrophage activation,increases,TNF,CBM,magcrophage activation TNF,magcrophage activation tnf,Immune and Inflammatory Response
image_57,https://www.mdpi.com/ijms/ijms-25-08715/article_deploy/html/images/ijms-25-08715-g002-550.jpg,39201402,COVID-19,Blood-Brain Barrier; Endothelial Cells,Missing,magcrophage activation,increases,IL6,CBM,magcrophage activation IL6,magcrophage activation il6,Immune and Inflammatory Response
image_57,https://www.mdpi.com/ijms/ijms-25-08715/article_deploy/html/images/ijms-25-08715-g002-550.jpg,39201402,COVID-19,Blood-Brain Barrier; Endothelial Cells,Missing,magcrophage activation,increases,IL8,CBM,magcrophage activation IL8,magcrophage activation il8,Viral Entry and Neuroinvasion
image_57,https://www.mdpi.com/ijms/ijms-25-08715/article_deploy/html/images/ijms-25-08715-g002-550.jpg,39201402,COVID-19,Blood-Brain Barrier; Endothelial Cells,Missing,neutrophil extracellular trap,increases,Thrombin,CBM,neutrophil extracellular trap Thrombin,neutrophil extracellular trap thrombin,Immune and Inflammatory Response
image_57,https://www.mdpi.com/ijms/ijms-25-08715/article_deploy/html/images/ijms-25-08715-g002-550.jpg,39201402,COVID-19,Blood-Brain Barrier; Endothelial Cells,Missing,Thrombin,increases,blood clot,CBM,Thrombin blood clot,thrombin blood clot,Vascular Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19,Central Nervous System,Missing,Severe acute respiratory syndrome coronavirus 2,increases,viral encephalitis,CBM,Severe acute respiratory syndrome coronavirus 2 viral encephalitis,severe acute respiratory syndrome coronavirus 2 viral encephalitis,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19,Central Nervous System,Missing,Severe acute respiratory syndrome coronavirus 2,increases,systemic inflammation,CBM,Severe acute respiratory syndrome coronavirus 2 systemic inflammation,severe acute respiratory syndrome coronavirus 2 systemic inflammation,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19,Central Nervous System,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Cytokine storm,CBM,Severe acute respiratory syndrome coronavirus 2 Cytokine storm,severe acute respiratory syndrome coronavirus 2 cytokine storm,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19,Central Nervous System,Missing,Severe acute respiratory syndrome coronavirus 2,increases,abnormal liver physiology,CBM,Severe acute respiratory syndrome coronavirus 2 abnormal liver physiology,severe acute respiratory syndrome coronavirus 2 abnormal liver physiology,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19,Central Nervous System,Missing,Severe acute respiratory syndrome coronavirus 2,increases,abnormal kidney physiology,CBM,Severe acute respiratory syndrome coronavirus 2 abnormal kidney physiology,severe acute respiratory syndrome coronavirus 2 abnormal kidney physiology,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19,Central Nervous System,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Pulmonary Dysfunction,CBM,Severe acute respiratory syndrome coronavirus 2 Pulmonary Dysfunction,severe acute respiratory syndrome coronavirus 2 pulmonary dysfunction,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19,Central Nervous System,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Abnormality of the cardiovascular system,CBM,Severe acute respiratory syndrome coronavirus 2 Abnormality of the cardiovascular system,severe acute respiratory syndrome coronavirus 2 abnormality of the cardiovascular system,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19 Complication,Missing,Missing,Severe acute respiratory syndrome coronavirus 2,increases,neurodegenerative disease,CBM,Severe acute respiratory syndrome coronavirus 2 neurodegenerative disease,severe acute respiratory syndrome coronavirus 2 neurodegenerative disease,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19 Complication,Missing,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Alzheimer's disease,CBM,Severe acute respiratory syndrome coronavirus 2 Alzheimer's disease,severe acute respiratory syndrome coronavirus 2 alzheimer's disease,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19 Complication,Missing,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Parkinson's disease,CBM,Severe acute respiratory syndrome coronavirus 2 Parkinson's disease,severe acute respiratory syndrome coronavirus 2 parkinson's disease,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19 Complication,Missing,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Creutzfeldt-Jakob disease,CBM,Severe acute respiratory syndrome coronavirus 2 Creutzfeldt-Jakob disease,severe acute respiratory syndrome coronavirus 2 creutzfeldt jakob disease,Systemic Cross-Organ Effects
image_58,https://content.iospress.com/media/jad/2022/88-2/jad-88-2-jad220105/jad-88-jad220105-g002.jpg,35599487,COVID-19 Complication,Missing,Missing,Severe acute respiratory syndrome coronavirus 2,increases,multiple sclerosis,CBM,Severe acute respiratory syndrome coronavirus 2 multiple sclerosis,severe acute respiratory syndrome coronavirus 2 multiple sclerosis,Systemic Cross-Organ Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,COVID-19-induced neurological symptoms,Missing,Missing,COVID-19,increases,Stroke,CBM,COVID-19 Stroke,covid 19 stroke,Systemic Cross-Organ Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,COVID-19-induced neurological symptoms,Missing,Missing,COVID-19,increases,microglial cell activation,CBM,COVID-19 microglial cell activation,covid 19 microglial cell activation,Immune and Inflammatory Response
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,COVID-19-induced neurological symptoms,Missing,Missing,COVID-19,increases,astrocyte activation,CBM,COVID-19 astrocyte activation,covid 19 astrocyte activation,Systemic Cross-Organ Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,COVID-19-induced neurological symptoms,Missing,Missing,microglial cell activation,increases,inflammatory factor,CBM,microglial cell activation inflammatory factor,microglial cell activation inflammatory factor,Immune and Inflammatory Response
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,COVID-19-induced neurological symptoms,Missing,Missing,astrocyte activation,increases,inflammatory factor,CBM,astrocyte activation inflammatory factor,astrocyte activation inflammatory factor,Immune and Inflammatory Response
