image,subject,relation,object
image_97.jpg,intact,interacts_with,intact
image_97.jpg,A,interacts_with,A
image_97.jpg,A,interacts_with,infection
image_97.jpg,intact,interacts_with,intact
image_97.jpg,intact,interacts_with,intact
image_97.jpg,A,interacts_with,A
image_97.jpg,intact,interacts_with,intact
image_97.jpg,A,interacts_with,A
image_97.jpg,A,interacts_with,A
image_97.jpg,A,interacts_with,A
image_97.jpg,intact,interacts_with,intact
image_97.jpg,intact,interacts_with,intact
image_97.jpg,},interacts_with,direct
image_97.jpg,A,interacts_with,infection
image_97.jpg,A,interacts_with,A
image_97.jpg,Caveolin,interacts_with,and
image_97.jpg,A,interacts_with,A
image_97.jpg,A,interacts_with,A
image_97.jpg,direct,interacts_with,infection
image_97.jpg,A,interacts_with,infection
image_97.jpg,intact,interacts_with,intact
image_97.jpg,intact,interacts_with,intact
image_97.jpg,infection,interacts_with,}
image_97.jpg,intact,interacts_with,infection
image_97.jpg,intact,interacts_with,intact
image_97.jpg,intact,interacts_with,intact
image_97.jpg,intact,interacts_with,intact
image_97.jpg,intact,interacts_with,intact
image_97.jpg,intact,interacts_with,intact
image_97.jpg,intact,interacts_with,intact
image_97.jpg,remain,interacts_with,remain
image_97.jpg,remain,interacts_with,remain
image_97.jpg,remain,interacts_with,remain
image_97.jpg,remain,interacts_with,remain
image_97.jpg,remain,interacts_with,remain
image_97.jpg,remain,interacts_with,remain
image_97.jpg,intact,interacts_with,intact
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,remain,interacts_with,junctions
image_97.jpg,remain,interacts_with,remain
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,infection,interacts_with,cleavage
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,infection,interacts_with,infection
image_97.jpg,A,interacts_with,A
image_97.jpg,A,interacts_with,A
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,A,interacts_with,A
image_97.jpg,A,interacts_with,A
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,F,interacts_with,junctions
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,},interacts_with,}
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,direct,interacts_with,direct
image_97.jpg,infection,interacts_with,direct
image_97.jpg,as,interacts_with,as
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,},interacts_with,infection
image_97.jpg,A,interacts_with,A
image_97.jpg,junctions,interacts_with,junctions
image_97.jpg,},interacts_with,infection
image_97.jpg,A,interacts_with,A
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,junctions,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,F,interacts_with,junctions
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,CTSB,interacts_with,CTSB
image_97.jpg,direct,interacts_with,direct
image_97.jpg,infection,interacts_with,infection
image_97.jpg,furin,interacts_with,furin
image_97.jpg,direct,interacts_with,direct
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,infection,interacts_with,cleavage
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,CTSB,interacts_with,infection
image_97.jpg,direct,interacts_with,direct
image_97.jpg,direct,interacts_with,direct
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,infection,interacts_with,cleavage
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,furin,interacts_with,infection
image_97.jpg,direct,interacts_with,direct
image_97.jpg,direct,interacts_with,direct
image_97.jpg,direct,interacts_with,direct
image_97.jpg,infection,interacts_with,infection
image_97.jpg,direct,interacts_with,CTSB
image_97.jpg,infection,interacts_with,infection
image_97.jpg,direct,interacts_with,furin
image_97.jpg,infection,interacts_with,infection
image_97.jpg,and,interacts_with,direct
image_97.jpg,infection,interacts_with,infection
image_97.jpg,and,interacts_with,direct
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,A,interacts_with,A
image_97.jpg,A,interacts_with,A
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,A,interacts_with,infection
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,infection,interacts_with,cleavage
image_97.jpg,infection,interacts_with,infection
image_97.jpg,and,interacts_with,and
image_97.jpg,and,interacts_with,and
image_97.jpg,furin,interacts_with,furin
image_97.jpg,furin,interacts_with,furin
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,cleavage,interacts_with,cleavage
image_97.jpg,infection,interacts_with,cleavage
image_97.jpg,furin,interacts_with,infection
image_97.jpg,furin,interacts_with,furin
image_97.jpg,furin,interacts_with,furin
image_97.jpg,and,interacts_with,and
image_97.jpg,and,interacts_with,and
image_97.jpg,CTSB,interacts_with,CTSB
image_97.jpg,CTSB,interacts_with,CTSB
image_97.jpg,CTSB,interacts_with,CTSB
image_97.jpg,and,interacts_with,CTSB
image_97.jpg,and,interacts_with,and
image_97.jpg,endocytosis,interacts_with,endocytosis
image_97.jpg,endocytosis,interacts_with,endocytosis
image_97.jpg,furin,interacts_with,furin
image_97.jpg,and,interacts_with,and
image_97.jpg,F,interacts_with,F
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,A,interacts_with,A
image_97.jpg,A,interacts_with,A
image_97.jpg,A,interacts_with,A
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,A,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,infection,interacts_with,infection
image_97.jpg,A,interacts_with,A
image_97.jpg,CoV-2,decreases,CoV-2
image_97.jpg,CoV-2,decreases,CoV-2
image_97.jpg,B,interacts_with,B
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,cleavage,decreases,SARS-
image_97.jpg,endocytosis,interacts_with,cleavage
image_97.jpg,endocytosis,interacts_with,endocytosis
image_97.jpg,priming,interacts_with,priming
image_97.jpg,CTSB,interacts_with,priming
image_97.jpg,CoV-2,decreases,CoV-2
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,endocytosis,interacts_with,cleavage
image_97.jpg,endocytosis,interacts_with,endocytosis
image_97.jpg,endocytosis,interacts_with,endocytosis
image_97.jpg,priming,interacts_with,priming
image_97.jpg,furin,interacts_with,furin
image_97.jpg,CoV-2,decreases,CoV-2
image_97.jpg,endocytosis,interacts_with,endocytosis
image_97.jpg,endocytosis,interacts_with,endocytosis
image_97.jpg,CoV-2,decreases,CTSB
image_97.jpg,CoV-2,decreases,CoV-2
image_97.jpg,Furin,decreases,CoV-2
image_97.jpg,CoV-2,decreases,furin
image_97.jpg,CoV-2,decreases,CoV-2
image_97.jpg,Furin,decreases,CoV-2
image_97.jpg,priming,interacts_with,endocytosis
image_97.jpg,priming,interacts_with,endocytosis
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,A,interacts_with,A
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,+,increases,+
image_97.jpg,priming,interacts_with,priming
image_97.jpg,priming,interacts_with,priming
image_97.jpg,priming,interacts_with,priming
image_97.jpg,priming,interacts_with,priming
image_97.jpg,priming,interacts_with,priming
image_97.jpg,CoV-2,decreases,priming
image_97.jpg,Furin,interacts_with,Furin
image_97.jpg,Furin,interacts_with,Furin
image_97.jpg,Furin,interacts_with,Furin
image_97.jpg,Furin,interacts_with,Furin
image_97.jpg,Furin,interacts_with,Furin
image_97.jpg,+,increases,+
image_97.jpg,priming,interacts_with,priming
image_97.jpg,priming,interacts_with,priming
image_97.jpg,priming,interacts_with,priming
image_97.jpg,priming,interacts_with,priming
image_97.jpg,priming,interacts_with,priming
image_97.jpg,CoV-2,decreases,priming
image_97.jpg,Furin,interacts_with,Furin
image_97.jpg,Furin,interacts_with,Furin
image_97.jpg,Furin,interacts_with,Furin
image_97.jpg,+,increases,+
image_97.jpg,+,increases,+
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,+,increases,SARS-
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,+,increases,SARS-
image_97.jpg,Furin,interacts_with,Furin
image_97.jpg,SARS-,decreases,SARS-
image_97.jpg,Furin,interacts_with,Furin
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_82.jpg,@,interacts_with,@
image_55.jpg,invasion,interacts_with,epithelium
image_55.jpg,spread,interacts_with,invasion
image_55.jpg,through,interacts_with,and
image_55.jpg,spread,interacts_with,Transmucosal
image_55.jpg,Transmucosal,interacts_with,Retrograde
image_41.jpg,Neuron,interacts_with,Neuron
image_41.jpg,>,interacts_with,>
image_41.jpg,Neuron,interacts_with,H
image_41.jpg,>,interacts_with,H
image_41.jpg,>,interacts_with,>
image_41.jpg,>,interacts_with,>
image_41.jpg,scavenging,interacts_with,scavenging
image_41.jpg,scavenging,interacts_with,scavenging
image_41.jpg,scavenging,interacts_with,scavenging
image_41.jpg,scavenging,interacts_with,scavenging
image_41.jpg,scavenging,interacts_with,scavenging
image_41.jpg,scavenging,interacts_with,scavenging
image_41.jpg,scavenging,interacts_with,scavenging
image_41.jpg,inhibition,interacts_with,inhibition
image_41.jpg,inhibition,interacts_with,inhibition
image_41.jpg,inhibition,interacts_with,inhibition
image_41.jpg,inhibition,interacts_with,inhibition
image_41.jpg,inhibition,interacts_with,inhibition
image_41.jpg,inhibition,interacts_with,inhibition
image_41.jpg,inhibition,interacts_with,inhibition
image_41.jpg,inhibition,interacts_with,inhibition
image_41.jpg,inhibition,interacts_with,inhibition
image_41.jpg,>,interacts_with,>
image_41.jpg,H,interacts_with,H
image_41.jpg,scavenging,interacts_with,scavenging
image_41.jpg,scavenging,interacts_with,scavenging
image_41.jpg,aa,interacts_with,scavenging
image_41.jpg,>,interacts_with,>
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,H,interacts_with,H
image_41.jpg,>,interacts_with,>
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,Ferroptosis,interacts_with,Ferroptosis
image_41.jpg,aa,interacts_with,scavenging
image_41.jpg,aa,interacts_with,aa
image_41.jpg,>,interacts_with,>
image_41.jpg,aa,interacts_with,aa
image_41.jpg,IN,interacts_with,>
image_41.jpg,aa,interacts_with,aa
image_41.jpg,aa,interacts_with,aa
image_41.jpg,aa,interacts_with,aa
image_41.jpg,aa,interacts_with,aa
image_41.jpg,IN,interacts_with,a
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,IN,interacts_with,IN
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,peroxidation,interacts_with,peroxidation
image_41.jpg,Ferroptosis,interacts_with,peroxidation
image_41.jpg,IN,interacts_with,IN
image_41.jpg,>,interacts_with,>
image_41.jpg,a,interacts_with,a
image_41.jpg,IN,interacts_with,IN
image_41.jpg,IN,interacts_with,IN
image_41.jpg,GSH,interacts_with,GSH
image_41.jpg,GSH,interacts_with,GSH
image_41.jpg,t,interacts_with,GSH
image_41.jpg,t,interacts_with,t
image_41.jpg,t,interacts_with,t
image_41.jpg,IN,interacts_with,IN
image_41.jpg,GSH,interacts_with,GSH
image_41.jpg,IN,interacts_with,IN
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,a,interacts_with,a
image_41.jpg,IN,interacts_with,IN
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,GSH,interacts_with,GSH
image_41.jpg,GSH,interacts_with,GSH
image_41.jpg,t,interacts_with,GSH
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,t,interacts_with,t
image_41.jpg,t,interacts_with,a
image_41.jpg,a,interacts_with,a
image_41.jpg,GSH,interacts_with,/
image_41.jpg,a,interacts_with,a
image_41.jpg,a,interacts_with,a
image_41.jpg,/,interacts_with,a
image_41.jpg,/,interacts_with,/
image_41.jpg,a,interacts_with,/
image_41.jpg,a,interacts_with,DMT1
image_41.jpg,a,interacts_with,a
image_41.jpg,DMT1,interacts_with,>
image_41.jpg,/,interacts_with,/
image_41.jpg,a,interacts_with,/
image_41.jpg,a,interacts_with,a
image_41.jpg,—,interacts_with,{PUFAOOH
image_41.jpg,—,interacts_with,—
image_41.jpg,—,interacts_with,—
image_41.jpg,&,interacts_with,&
image_41.jpg,—,interacts_with,—
image_41.jpg,/,interacts_with,&
image_41.jpg,/,interacts_with,/
image_41.jpg,aa,interacts_with,aa
image_41.jpg,>,interacts_with,>
image_41.jpg,DMT1,interacts_with,)
image_41.jpg,{PUFAOOH,interacts_with,{PUFAOOH
image_41.jpg,DMT1,interacts_with,DMT1
image_41.jpg,—,interacts_with,—
image_41.jpg,—,interacts_with,—
image_41.jpg,aa,interacts_with,aa
image_41.jpg,—,interacts_with,—
image_41.jpg,—,interacts_with,—
image_41.jpg,—,interacts_with,—
image_41.jpg,—,interacts_with,—
image_41.jpg,aa,interacts_with,—
image_41.jpg,—,interacts_with,—
image_41.jpg,aa,interacts_with,aa
image_41.jpg,8,interacts_with,8
image_41.jpg,),interacts_with,)
image_41.jpg,NX,interacts_with,NX
image_41.jpg,Chelation,interacts_with,Chelation
image_41.jpg,NX,interacts_with,NX
image_41.jpg,Chelation,interacts_with,Chelation
image_41.jpg,Chelation,interacts_with,Chelation
image_41.jpg,NX,interacts_with,NX
image_41.jpg,Chelation,interacts_with,Chelation
image_41.jpg,Nucleus,interacts_with,—
image_41.jpg,e,interacts_with,e
image_41.jpg,Nucleus,interacts_with,Nucleus
image_41.jpg,—,interacts_with,|!
image_41.jpg,|,interacts_with,|
image_41.jpg,list,interacts_with,list
image_41.jpg,e,interacts_with,8
image_41.jpg,e,interacts_with,e
image_41.jpg,e,interacts_with,e
image_41.jpg,e,interacts_with,e
image_41.jpg,|!,interacts_with,|!
image_41.jpg,|!,interacts_with,|!
image_41.jpg,|!,interacts_with,|!
image_41.jpg,|!,interacts_with,e
image_41.jpg,Nucleus,interacts_with,Nucleus
image_41.jpg,|,interacts_with,|
image_41.jpg,list,interacts_with,list
image_41.jpg,Nucleus,interacts_with,Nucleus
image_41.jpg,Nucleus,interacts_with,Nucleus
image_41.jpg,Nucleus,interacts_with,Nucleus
image_41.jpg,Nucleus,interacts_with,Nucleus
image_41.jpg,|!,interacts_with,|!
image_41.jpg,|!,interacts_with,|!
image_41.jpg,i,interacts_with,i
image_41.jpg,NADPH,interacts_with,DMT1
image_41.jpg,NADPH,interacts_with,NADPH
image_41.jpg,|!,interacts_with,|!
image_41.jpg,NADPH,interacts_with,NADPH
image_41.jpg,NADPH,interacts_with,NADPH
image_41.jpg,|!,interacts_with,|!
image_41.jpg,|!,interacts_with,|!
image_41.jpg,i,interacts_with,i
image_41.jpg,DMT1,interacts_with,DMT1
image_41.jpg,M2,interacts_with,M2
image_41.jpg,¥Clockophagy,interacts_with,¥Clockophagy
image_41.jpg,|!,interacts_with,NADPH
image_41.jpg,|!,interacts_with,|!
image_41.jpg,ACE2,interacts_with,SQSTM1/P62
image_41.jpg,SQSTM1/P62,interacts_with,SQSTM1/P62
image_41.jpg,SQSTM1/P62,interacts_with,SQSTM1/P62
image_41.jpg,SQSTM1/P62,interacts_with,SQSTM1/P62
image_41.jpg,ACE2,interacts_with,ACE2
image_41.jpg,\,interacts_with,=
image_41.jpg,SQSTM1/P62,interacts_with,SQSTM1/P62
image_41.jpg,\,interacts_with,=
image_41.jpg,-,decreases,-
image_41.jpg,RZ,interacts_with,RZ
image_41.jpg,SQSTM1/P62,interacts_with,SQSTM1/P62
image_41.jpg,ACE2,interacts_with,ACE2
image_41.jpg,ACE2,interacts_with,ACE2
image_41.jpg,ACE2,interacts_with,ACE2
image_41.jpg,JNOX,interacts_with,JNOX
image_41.jpg,JNOX,interacts_with,JNOX
image_41.jpg,-,decreases,-
image_41.jpg,JNOX,interacts_with,JNOX
image_41.jpg,JNOX,interacts_with,JNOX
image_41.jpg,JNOX,interacts_with,JNOX
image_41.jpg,JNOX,interacts_with,protein
image_41.jpg,v,interacts_with,7
image_41.jpg,",",interacts_with,","
image_41.jpg,7,interacts_with,7
image_41.jpg,v,interacts_with,v
image_41.jpg,v,interacts_with,v
image_41.jpg,",",interacts_with,","
image_41.jpg,protein,interacts_with,protein
image_41.jpg,protein,interacts_with,protein
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,protein,interacts_with,protein
image_41.jpg,protein,interacts_with,protein
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,v,interacts_with,v
image_41.jpg,v,interacts_with,v
image_41.jpg,Spike,interacts_with,v
image_41.jpg,protein,interacts_with,protein
image_41.jpg,-,decreases,-
image_41.jpg,protein,interacts_with,protein
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,protein,interacts_with,protein
image_41.jpg,=,interacts_with,RZ
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,protein,interacts_with,protein
image_41.jpg,fh,interacts_with,fh
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,protein,interacts_with,protein
image_41.jpg,protein,interacts_with,protein
image_41.jpg,protein,interacts_with,protein
image_41.jpg,protein,interacts_with,protein
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,Cytokine,interacts_with,storm
image_41.jpg,protein,interacts_with,protein
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,-,decreases,storm
image_41.jpg,7,interacts_with,Spike
image_41.jpg,Spike,interacts_with,Spike
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,fh,interacts_with,fh
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,storm
image_41.jpg,storm,interacts_with,storm
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,SARS-COV-2,decreases,SARS-COV-2
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,storm,interacts_with,storm
image_41.jpg,storm,interacts_with,storm
image_41.jpg,storm,interacts_with,storm
image_41.jpg,Cytokine,interacts_with,storm
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,SARS-COV-2,decreases,SARS-COV-2
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,fh,interacts_with,fh
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,storm,interacts_with,storm
image_41.jpg,storm,interacts_with,storm
image_41.jpg,Cytokine,interacts_with,storm
image_41.jpg,Cytokine,interacts_with,storm
image_41.jpg,storm,interacts_with,storm
image_41.jpg,protein,decreases,SARS-COV-2
image_41.jpg,activation,interacts_with,activation
image_41.jpg,activation,interacts_with,activation
image_41.jpg,activation,interacts_with,activation
image_41.jpg,activation,interacts_with,activation
image_41.jpg,|,interacts_with,activation
image_41.jpg,|,interacts_with,|
image_41.jpg,activation,interacts_with,activation
image_41.jpg,activation,interacts_with,activation
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,storm,interacts_with,storm
image_41.jpg,storm,interacts_with,storm
image_41.jpg,storm,interacts_with,storm
image_41.jpg,Cytokine,interacts_with,storm
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,storm,interacts_with,storm
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,disruption,interacts_with,disruption
image_41.jpg,storm,interacts_with,storm
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,SARS-COV-2,decreases,SARS-COV-2
image_41.jpg,Cytokine,interacts_with,Cytokine
image_41.jpg,SARS-COV-2,decreases,SARS-COV-2
image_41.jpg,SARS-COV-2,decreases,SARS-COV-2
image_41.jpg,SARS-COV-2,decreases,SARS-COV-2
image_41.jpg,SARS-COV-2,decreases,SARS-COV-2
image_41.jpg,SARS-COV-2,decreases,SARS-COV-2
image_41.jpg,SARS-COV-2,decreases,SARS-COV-2
image_41.jpg,activation,interacts_with,activation
image_41.jpg,activation,interacts_with,activation
image_41.jpg,activation,interacts_with,activation
image_41.jpg,activation,interacts_with,activation
image_41.jpg,activation,interacts_with,activation
image_41.jpg,activation,interacts_with,activation
image_41.jpg,|,interacts_with,|
image_79.jpg,neurons,interacts_with,neurons
image_79.jpg,with,interacts_with,with
image_79.jpg,with,interacts_with,with
image_79.jpg,degeneration/necrosis,interacts_with,degeneration/necrosis
image_79.jpg,neurons,interacts_with,degeneration/necrosis
image_79.jpg,neurons,interacts_with,neurons
image_79.jpg,with,interacts_with,with
image_79.jpg,degeneration/necrosis,interacts_with,with
image_79.jpg,degeneration/necrosis,interacts_with,degeneration/necrosis
image_79.jpg,degeneration/necrosis,interacts_with,degeneration/necrosis
image_79.jpg,Infection,interacts_with,Infection
image_79.jpg,with,interacts_with,with
image_79.jpg,neurons,interacts_with,neurons
image_79.jpg,neurons,interacts_with,neurons
image_79.jpg,neurons,interacts_with,neurons
image_79.jpg,neurons,interacts_with,neurons
image_79.jpg,with,interacts_with,with
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,olfactory,interacts_with,olfactory
image_79.jpg,in,interacts_with,in
image_79.jpg,Infection,interacts_with,Infection
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,olfactory,interacts_with,olfactory
image_79.jpg,olfactory,interacts_with,olfactory
image_79.jpg,in,interacts_with,in
image_79.jpg,Infection,interacts_with,Infection
image_79.jpg,olfactory,interacts_with,olfactory
image_79.jpg,olfactory,interacts_with,olfactory
image_79.jpg,in,interacts_with,in
image_79.jpg,in,interacts_with,in
image_79.jpg,Infection,interacts_with,Infection
image_79.jpg,Infection,interacts_with,Infection
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,in,interacts_with,olfactory
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,disruption,interacts_with,disruption
image_79.jpg,with,interacts_with,disruption
image_79.jpg,barrier,interacts_with,barrier
image_79.jpg,barrier,interacts_with,barrier
image_79.jpg,barrier,interacts_with,barrier
image_79.jpg,barrier,interacts_with,barrier
image_79.jpg,barrier,interacts_with,barrier
image_79.jpg,brain,interacts_with,brain
image_79.jpg,brain,interacts_with,brain
image_79.jpg,brain,interacts_with,brain
image_79.jpg,brain,interacts_with,brain
